variable,index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Block_Dispatch_d,3,0.013,0.013,0.013,0.013,0.013,0.01299999999999999,0.013,0.013,0.01299999999999999,0.013,0.01299999999999999,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.01299999999999999,0.013,0.013
Block_Dispatch_d,3,0.013,0.01300014124248954,0.004314646316805813,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
Block_Dispatch_d,3,0.007016171307273535,0.0,0.0,0.013,0.013,0.013,0.01299990339782368,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013,0.013
Block_Dispatch_d,3,0.0,0.0,0.0,0.0,5.294131967916284e-06,1.216343676409878e-06,8.210651924189796e-07,0.01299824929329033,0.01299846334867381,0.01299509590659187,0.01299876003173616,7.567051444956141e-07,1.76754515908901e-05,0.00938801482621986,1.672414519569149e-06,4.567922083045903e-06,0.01299596355334194,0.002538765186072419,1.806571534234574e-06,0.01299893923595086,0.01299688401262469,9.134476572209265e-07,0.009798695740192914,0.009478348304448958
Block_Dispatch_d,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Block_Dispatch_d,4,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.01499998151330491
Block_Dispatch_d,4,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.01499998151330491
Block_Dispatch_d,4,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.01499998151330491
Block_Dispatch_d,4,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.01499998151330491
Block_Dispatch_d,4,0.015,0.01500001931394016,0.01499999841074199,0.015,0.01500041512497957,0.015,0.01500068504768045,0.015,0.015,0.015,0.01499998100268729,0.01499647368720273,0.015,0.01499959800301981,0.01499997872289609,0.01499975821141274,0.015,0.01499956808973854,0.015,0.015,0.015,0.01499998202554738,0.015,0.01499998151330491
