index0,index1,index2,I.val
20,21,4,2.111132167136185e-05
20,21,5,2.074666231229453e-05
20,21,6,2.276903102246901e-05
20,21,7,2.75637799514474e-05
20,21,8,3.442486632690104e-05
20,21,9,4.05427718475869e-05
20,21,10,4.407161811765499e-05
20,21,11,4.557845122938927e-05
20,21,12,4.61016401663422e-05
20,21,13,4.610226178868878e-05
20,21,14,4.719811247276613e-05
20,21,15,4.662861235987911e-05
20,21,16,4.719409494369816e-05
20,21,17,4.662469228195571e-05
20,21,18,4.61386528981449e-05
20,21,19,4.350711861841906e-05
20,21,20,4.055027683237848e-05
20,21,21,3.715608475301595e-05
20,21,22,3.349985872594233e-05
20,21,23,3.002761387387358e-05
20,21,24,2.754694004053863e-05
20,22,1,0.004951369114175196
20,22,2,0.00152315638360772
20,22,3,0.005345962886937363
20,22,4,0.00531210910138422
20,22,5,0.003485364679616315
20,22,6,0.004570838759926182
20,22,7,0.004279700476661297
20,22,8,0.003908651220490502
20,22,9,0.003614269703067672
20,22,10,0.003488510140558675
20,22,11,0.003315051761865315
20,22,12,0.003475087329862157
20,22,13,0.003602147086274134
20,22,14,0.003824994084957636
20,22,15,0.003742799631960287
20,22,16,0.003794922217609548
20,22,17,0.003580995411291997
20,22,18,0.00376822194687278
20,22,19,0.003195053921415535
20,22,20,0.003531404743594614
20,22,21,0.002616425701648381
20,22,22,0.002504625635169869
20,22,23,0.002716360911965763
20,22,24,0.002931547524966182
21,23,1,8.623460614740323e-06
21,23,2,8.596058480101418e-06
21,23,3,8.405863185428239e-06
21,23,4,8.183166673898639e-06
21,23,5,7.957861862046437e-06
21,23,6,8.786698462159848e-06
21,23,7,1.053841674564086e-05
21,23,8,1.263695440307576e-05
21,23,9,1.40373281393939e-05
21,23,10,1.462761392999503e-05
21,23,11,1.490724372022628e-05
21,23,12,1.490772383411385e-05
21,23,13,1.490845881458019e-05
21,23,14,1.492381405590002e-05
21,23,15,1.431864861985058e-05
21,23,16,1.375345885349194e-05
21,23,17,1.261914338617848e-05
21,23,18,1.182213993974113e-05
21,23,19,1.102388692776201e-05
